name,rating,ratingCount,priceRanges,category,address,postcode,openingHours,phone,web,serviceInfo,admin_county,admin_district,nuts,pfa,latitude,longitude,country,priceRangeAvg,msoa
Justasia,4.4,115.0,£10–20,Filipino restaurant,"83 Kingston Cres, North End, Portsmouth PO2 8AA",PO2 8AA,"{""Sunday"":""12 - 4pm"",""Monday"":""10am - 3 pm"",""Tuesday"":""10am - 3 pm"",""Wednesday"":""10am - 3 pm"",""Thursday"":""10am - 3 pm"",""Friday"":""10am - 4 pm"",""Saturday"":""10am - 5 pm""}",023 9400 8333,justasia.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""From the business"":""Identifies as women-owned"",""Service options"":""Outdoor seating, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Coffee, Small plates"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.813512,-1.081833,England,10.0,E02003536
Napoli Pizza and Pasta Portsmouth,4.6,56.0,£10–20,Pizza Takeaway,"117 London Rd, North End, Portsmouth PO2 0BN",PO2 0BN,,023 9266 5744,napoliportsmouth.co.uk,"{""Accessibility"":""Wheelchair-accessible toilet"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Has changing table(s), Kids' menu"",""Pets"":""Dogs allowed outside""}",,Portsmouth,Portsmouth, Hampshire, 50.816617,-1.079856,England,10.0,E02003534
The Alchemist Portsmouth,4.4,869.0,Expensive,Cocktail bar,"Unit R02, 89 Gunwharf Rd, Portsmouth PO1 3TZ",PO1 3TZ,,023 9400 3575,thealchemistbars.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Dine-in"",""Highlights"":""Great cocktails"",""Offerings"":""Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Spirits, Wine"",""Dining options"":""Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, Credit cards"",""Parking"":""Paid parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.79606,-1.105588,England,,E02003547
Bubble & Pho,4.7,501.0,£10–20,Vietnamese restaurant,"221 Albert Rd, Southsea, Portsmouth, Southsea PO4 0JP",PO4 0JP,"{""Sunday"":""12 - 10:30pm"",""Monday"":""12 - 2:30pm"",""Tuesday"":""Closed"",""Wednesday"":""12 - 2:30pm"",""Thursday"":""12 - 2:30pm"",""Friday"":""12 - 2:30pm"",""Saturday"":""12 - 10:30pm""}",023 9229 1749,bubbleandpho.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Coffee, Healthy options, Small plates, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Catering, Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs""}",,Portsmouth,Portsmouth, Hampshire, 50.786779,-1.073249,England,10.0,E02003543
Rancho Steak,4.3,651.0,£20–30,Restaurant,"61 Osborne Rd, Southsea, Portsmouth, Southsea PO5 3LS",PO5 3LS,"{""Sunday"":""12 - 9pm"",""Monday"":""5 - 11pm"",""Tuesday"":""5 - 11pm"",""Wednesday"":""5 - 11pm"",""Thursday"":""5 - 11pm"",""Friday"":""5 - 11pm"",""Saturday"":""12 - 11pm""}",023 9273 7235,ranchosteakhouseportsmouth.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, All you can eat, Beer, Cocktails, Coffee, Late-night food, Spirits, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking""}",,Portsmouth,Portsmouth, Hampshire, 50.785146,-1.09056,England,20.0,E02003547
Natty's Jerk,4.7,382.0,£10–20,Caribbean restaurant,"Commercial Rd, Portsmouth PO1 1BA",PO1 1BA,,0330 016 2798,nattysjerk.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""Outdoor seating, Delivery, On-site services, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Bar on site, Gender-neutral toilets, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly, Transgender safe space"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, Credit cards"",""Children"":""Good for kids, High chairs"",""Parking"":""Paid parking lot, Paid street parking"",""Pets"":""Dogs allowed""}",,Portsmouth,Portsmouth, Hampshire, 50.798391,-1.091537,England,10.0,E02003539
French Doner Kebab Grill & Shake Portsmouth,4.1,127.0,£1–10,Kebab Shop,"187 London Rd, North End, Portsmouth PO2 9AE",PO2 9AE,,023 9265 2035,fastfood-os.io,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible car park"",""Service options"":""Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Halal food, Late-night food"",""Dining options"":""Lunch, Dinner, Catering, Counter service, Dessert"",""Amenities"":""Gender-neutral toilets, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly, Transgender safe space"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, Kids' menu"",""Parking"":""Free of charge street parking"",""Pets"":""Dogs allowed, Dogs allowed inside, Dogs allowed outside""}",,Portsmouth,Portsmouth, Hampshire, 50.818792,-1.078678,England,1.0,E02003532
STEKI Authenic Greek Cuisine,4.5,657.0,£20–30,Greek restaurant,"58 Osborne Rd, Southsea, Portsmouth, Southsea PO5 3LU",PO5 3LU,"{""Sunday"":""12 - 11pm"",""Monday"":""12 - 10pm"",""Tuesday"":""12 - 10pm"",""Wednesday"":""12 - 10pm"",""Thursday"":""12 - 11pm"",""Friday"":""12 - 11pm"",""Saturday"":""12 - 11pm""}",023 9275 0200,steki.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating"",""Service options"":""No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Healthy options, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Counter service, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual, Cosy, Romantic"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs"",""Parking"":""Paid parking lot""}",,Portsmouth,Portsmouth, Hampshire, 50.784819,-1.090212,England,20.0,E02003547
Mehmet Kitchen,4.8,340.0,£10–20,Takeaway,"175-177 Copnor Rd, Portsmouth PO3 5BT",PO3 5BT,"{""Sunday"":""3 - 10pm"",""Monday"":""3 - 10pm"",""Tuesday"":""3 - 10pm"",""Wednesday"":""3 - 10pm"",""Thursday"":""3 - 10pm"",""Friday"":""3 - 11pm"",""Saturday"":""3 - 11pm""}",023 9234 7242,mehmetkitchen.fastfood-os.io,"{""Accessibility"":""Wheelchair-accessible entrance"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Coffee, Late-night food, Small plates"",""Dining options"":""Dinner, Dessert"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments"",""Children"":""Good for kids""}",,Portsmouth,Portsmouth, Hampshire, 50.815867,-1.06481,England,10.0,E02003534
The Canteen,4.6,1053.0,£10–20,Cafe,"Point Battery & Barracks, Broad St, Old Portsmouth, Portsmouth PO1 2FS",PO1 2FS,"{""Sunday"":""8am - 4 pm"",""Monday"":""8am - 4 pm"",""Tuesday"":""8am - 4 pm"",""Wednesday"":""8am - 4 pm"",""Thursday"":""8am - 4 pm"",""Friday"":""8am - 4 pm"",""Saturday"":""8am - 4 pm""}",023 9235 1935,thecanteen.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Coffee, Healthy options, Small plates, Vegan options, Vegetarian options, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Catering, Dessert, Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy, Romantic"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Somewhat difficult to find a space"",""Pets"":""Dogs allowed""}",,Portsmouth,Portsmouth, Hampshire, 50.790804,-1.108312,England,10.0,E02003547
Park 27 Cafe,4.6,138.0,£10–20,Malaysian restaurant,"27 Charlotte St, Portsmouth PO1 4AH",PO1 4AH,"{""Sunday"":""11am - 7 pm"",""Monday"":""11am - 7:30 pm"",""Tuesday"":""11am - 7:30 pm"",""Wednesday"":""Closed"",""Thursday"":""11am - 7:30 pm"",""Friday"":""11am - 7:30 pm"",""Saturday"":""11am - 7:30 pm""}",023 9281 9888,,"{""Accessibility"":""Wheelchair-accessible seating"",""Service options"":""Takeaway, Dine-in, Delivery"",""Highlights"":""Great tea selection"",""Offerings"":""Coffee, Small plates, Vegetarian options"",""Dining options"":""Brunch, Lunch, Dinner, Catering, Dessert, Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids"",""Parking"":""Paid parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.801992,-1.088899,England,10.0,E02003539
Panero Lounge,4.5,1121.0,£10–20,British restaurant,"36-38 Palmerston Rd, Southsea, Portsmouth, Southsea PO5 3QH",PO5 3QH,"{""Sunday"":""9am - 10 pm"",""Monday"":""9am - 10 pm"",""Tuesday"":""9am - 10 pm"",""Wednesday"":""9am - 10 pm"",""Thursday"":""9am - 10 pm"",""Friday"":""9am - 11 pm"",""Saturday"":""9am - 11 pm""}",023 9229 8269,thelounges.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Assistive hearing loop"",""Service options"":""Outdoor seating, Takeaway, Dine-in, Delivery"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Free water refills, Healthy options, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking, Paid parking lot, Paid street parking, Difficult to find a space"",""Pets"":""Dogs allowed""}",,Portsmouth,Portsmouth, Hampshire, 50.786002,-1.088515,England,10.0,E02003545
The Ship & Castle,4.3,1221.0,£10–20,Pub,"1-2 The Hard, Portsea, Portsmouth PO1 3PU",PO1 3PU,"{""Sunday"":""12 - 10:30pm"",""Monday"":""12 - 11pm"",""Tuesday"":""12 - 11pm"",""Wednesday"":""12 - 11pm"",""Thursday"":""12 - 11pm"",""Friday"":""11am - 11 pm"",""Saturday"":""11am - 11 pm""}",023 9283 2009,shipandcastle.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Wheelchair-accessible car park"",""Service options"":""Outdoor seating, Takeaway, Dine-in, Delivery"",""Highlights"":""Bar games, Quiz night, Sport"",""Offerings"":""Alcohol, Beer, Cocktails, Food, Food at bar, Spirits, Wine"",""Dining options"":""Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Parking"":""Paid multi-storey car park"",""Pets"":""Dogs allowed""}",,Portsmouth,Portsmouth, Hampshire, 50.798705,-1.1068,England,10.0,E02003539
Bar + Block Steakhouse Portsmouth,4.2,663.0,£30–40,Bar & grill,"Queen St, Portsea, Portsmouth PO1 3EE",PO1 3EE,"{""Sunday"":""7am - 10:30 pm"",""Monday"":""6:30am - 11 pm"",""Tuesday"":""6:30am - 11 pm"",""Wednesday"":""6:30am - 11 pm"",""Thursday"":""6:30am - 11 pm"",""Friday"":""6:30am - 11 pm"",""Saturday"":""7am - 11 pm""}",023 9421 6227,barandblock.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Dine-in, Delivery, Takeaway"",""Offerings"":""Alcohol, Beer, Braille menu, Cocktails, Coffee, Food, Happy-hour drinks, Small plates, Spirits, Vegetarian options, Wine"",""Dining options"":""Breakfast, Brunch, Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly, Transgender safe space"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""High chairs, Kids' menu"",""Parking"":""Paid multi-storey car park, Paid parking lot, Paid street parking, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.799319,-1.10598,England,30.0,E02003539
Koh Thai,4.3,1117.0,Moderate,Thai restaurant,"8 Kings Rd, Southsea, Portsmouth, Southsea PO5 3AH",PO5 3AH,,023 9282 4825,koh-thai.co.uk,"{""Accessibility"":""Wheelchair-accessible seating, Wheelchair-accessible car park"",""Service options"":""Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Healthy options, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual, Cosy, Romantic, Upmarket"",""Crowd"":""Family friendly, Groups, LGBTQ+ friendly"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Free of charge street parking, Paid street parking, Plenty of parking"",""Pets"":""Dogs allowed, Dogs allowed inside""}",,Portsmouth,Portsmouth, Hampshire, 50.791035,-1.095127,England,,E02003545
Brewhouse & Kitchen - Southsea,4.5,1078.0,£20–30,Pub,"51 Southsea Terrace, Southsea, Portsmouth, Southsea PO5 3AU",PO5 3AU,"{""Sunday"":""12 - 10pm"",""Monday"":""12 - 11pm"",""Tuesday"":""12 - 11pm"",""Wednesday"":""12 - 11pm"",""Thursday"":""11am - 11 pm"",""Friday"":""11am - 12 am"",""Saturday"":""11am - 12 am""}",023 9281 8979,brewhouseandkitchen.com,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Dine-in, Delivery"",""Offerings"":""Alcohol, Beer, Cocktails, Food, Food at bar, Spirits, Wine"",""Dining options"":""Seating"",""Amenities"":""Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Parking"":""Free of charge street parking, Paid street parking"",""Pets"":""Dogs allowed""}",,Portsmouth,Portsmouth, Hampshire, 50.788379,-1.095888,England,20.0,E02003547
Las Iguanas - Portsmouth - Gunwharf Quays,4.3,2128.0,£30–40,Restaurant,"108-111, East Side Plaza Gunwharf Quays, Portsmouth PO1 3SY",PO1 3SY,"{""Sunday"":""12 - 10pm"",""Monday"":""11am - 10 pm"",""Tuesday"":""11am - 10 pm"",""Wednesday"":""11am - 10 pm"",""Thursday"":""11am - 10 pm"",""Friday"":""11am - 10:30 pm"",""Saturday"":""11am - 10:30 pm""}",023 9431 8964,iguanas.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, Delivery, Dine-in, Takeaway"",""Highlights"":""Great cocktails"",""Offerings"":""Alcohol, Beer, Cocktails, Coffee, Halal food, Happy-hour drinks, Healthy options, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Brunch, Lunch, Dinner, Catering, Dessert"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Paid street parking, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.79505,-1.103719,England,30.0,E02003547
Zizzi - Portsmouth,4.6,2392.0,£20–30,Restaurant,Portsmouth PO1 3TA,PO1 3TA,"{""Sunday"":""11:30am - 10 pm"",""Monday"":""11:30am - 10 pm"",""Tuesday"":""11:30am - 10 pm"",""Wednesday"":""11:30am - 10 pm"",""Thursday"":""11:30am - 10 pm"",""Friday"":""11:30am - 11 pm"",""Saturday"":""11:30am - 11 pm""}",023 9217 5111,zizzi.co.uk,"{""Accessibility"":""Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet"",""Service options"":""Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Fireplace"",""Offerings"":""Alcohol, Beer, Braille menu, Cocktails, Coffee, Happy-hour drinks, Healthy options, Small plates, Spirits, Vegan options, Vegetarian options, Wine"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Bar on site, Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs, Kids' menu"",""Parking"":""Paid parking lot, Plenty of parking""}",,Portsmouth,Portsmouth, Hampshire, 50.796364,-1.107625,England,20.0,E02003547
DIM SUM HUT,4.5,197.0,£10–20,Dim Sum restaurant,"229-231 Commercial Rd, Portsmouth PO1 4BJ",PO1 4BJ,"{""Sunday"":""11am - 9 pm"",""Monday"":""11am - 9 pm"",""Tuesday"":""11am - 9 pm"",""Wednesday"":""11am - 7 pm"",""Thursday"":""Closed"",""Friday"":""11am - 9 pm"",""Saturday"":""11am - 9 pm""}",023 9282 2291,,"{""Accessibility"":""Wheelchair-accessible seating"",""Service options"":""Outdoor seating, Kerbside pickup, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Alcohol, Beer, Coffee, Free water refills, Small plates"",""Dining options"":""Lunch, Dinner, Dessert, Seating"",""Amenities"":""Toilets, Wi-Fi, Free Wi-Fi"",""Atmosphere"":""Casual"",""Crowd"":""Family friendly, Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids, High chairs""}",,Portsmouth,Portsmouth, Hampshire, 50.802723,-1.088034,England,10.0,E02003539
The Akash,4.3,696.0,£20–30,Indian restaurant,"99-101 Albert Rd, Southsea, Portsmouth, Southsea PO5 2SG",PO5 2SG,"{""Sunday"":""4:30 - 10:30pm"",""Monday"":""Closed"",""Tuesday"":""4:30 - 10:30pm"",""Wednesday"":""4:30 - 10:30pm"",""Thursday"":""4:30 - 10:30pm"",""Friday"":""4:30 - 11:30pm"",""Saturday"":""4:30 - 11:30pm""}",023 9229 1813,theakash.co.uk,"{""Accessibility"":""Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible car park"",""Service options"":""No-contact delivery, Delivery, Takeaway, Dine-in"",""Offerings"":""Alcohol, Beer, Coffee, Late-night food, Small plates, Spirits, Wine"",""Dining options"":""Lunch, Dinner, Dessert"",""Amenities"":""Bar on site, Toilets"",""Atmosphere"":""Casual, Cosy"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids"",""Parking"":""Free of charge street parking, Paid street parking""}",,Portsmouth,Portsmouth, Hampshire, 50.787042,-1.079217,England,20.0,E02003548
Golden Bowl Chinese Takeaway,4.3,243.0,£10–20,Chinese Takeaway,"71 Fawcett Rd, Southsea, Portsmouth, Southsea PO4 0DB",PO4 0DB,"{""Sunday"":""12 - 10pm"",""Monday"":""Closed"",""Tuesday"":""12 - 10pm"",""Wednesday"":""12 - 10pm"",""Thursday"":""12 - 10pm"",""Friday"":""12 - 10pm"",""Saturday"":""12 - 10pm""}",023 9242 0124,goldenbowlpo4.co.uk,"{""Accessibility"":""Wheelchair-accessible car park"",""Service options"":""No-contact delivery, Delivery, Takeaway, Dine-in"",""Highlights"":""Great tea selection"",""Offerings"":""Coffee, Healthy options, Late-night food, Small plates"",""Dining options"":""Lunch, Dinner, Dessert"",""Amenities"":""Toilets"",""Atmosphere"":""Casual"",""Crowd"":""Groups"",""Planning"":""Accepts reservations"",""Payments"":""Credit cards, Debit cards, NFC mobile payments, Credit cards"",""Children"":""Good for kids""}",,Portsmouth,Portsmouth, Hampshire, 50.79381,-1.076203,England,10.0,E02003543
